0.2682781219,2.0825625000,2.1911250000,2.3973750000,0.5431875000,31.1605468750,6.2640625000,-0.4911718750,0.4950000000
0.4617860317,2.0823750000,2.1911250000,2.3971875000,0.5430000000,31.2671875000,6.2640625000,-0.4911718750,0.4891875000
0.6276614666,2.0825625000,2.1913125000,2.3971875000,0.5435625000,31.2343750000,6.2640625000,-0.4911718750,0.4891875000
0.7197077274,2.0827500000,2.1911250000,2.3973750000,0.5428125000,31.2343750000,6.2640625000,-0.4909375000,0.4946250000
0.8107271194,2.0823750000,2.1913125000,2.3971875000,0.5433750000,31.2343750000,6.2640625000,-0.4909375000,0.4905000000
0.9015116692,2.0825625000,2.1911250000,2.3973750000,0.5422500000,31.2343750000,6.3156250000,-0.4911718750,0.4905000000
0.9923639297,2.0825625000,2.1913125000,2.3971875000,0.5431875000,31.2671875000,6.3156250000,-0.4911718750,0.4916250000
1.0835275650,2.0825625000,2.1911250000,2.3973750000,0.5422500000,31.2589843750,6.3203125000,-0.4911718750,0.4893750000
1.1786677837,2.0825625000,2.1913125000,2.3971875000,0.5437500000,31.2179687500,6.3156250000,-0.4907031250,0.4891875000
1.2692303658,2.0827500000,2.1913125000,2.3973750000,0.5428125000,31.2343750000,6.3250000000,-0.4911718750,0.4935000000
1.3600611687,2.0827500000,2.1913125000,2.3971875000,0.5428125000,31.2425781250,6.3203125000,-0.4909375000,0.4906875000
1.4513945580,2.0829375000,2.1915000000,2.3971875000,0.5428125000,31.2343750000,6.3812500000,-0.4909375000,0.4920000000
1.5573399067,2.0829375000,2.1915000000,2.3973750000,0.5431875000,31.2425781250,6.3718750000,-0.4909375000,0.4912500000
1.6686141491,2.0829375000,2.1913125000,2.3973750000,0.5430000000,31.2261718750,6.3812500000,-0.4911718750,0.4940625000
1.7904505730,2.0829375000,2.1913125000,2.3973750000,0.5430000000,31.2261718750,6.3671875000,-0.4911718750,0.4905000000
1.8891787529,2.0829375000,2.1913125000,2.3973750000,0.5428125000,31.2015625000,6.3812500000,-0.4909375000,0.4933125000
1.9802017212,2.0829375000,2.1915000000,2.3973750000,0.5431875000,31.1769531250,6.3765625000,-0.4911718750,0.4897500000
2.0710384846,2.0829375000,2.1913125000,2.3975625000,0.5428125000,31.1769531250,6.3625000000,-0.4909375000,0.4942500000
2.1635401249,2.0829375000,2.1915000000,2.3975625000,0.5426250000,31.1769531250,6.3578125000,-0.4907031250,0.4891875000
2.2587919235,2.0829375000,2.1915000000,2.3971875000,0.5428125000,31.1769531250,6.3578125000,-0.4909375000,0.4908750000
2.3551597595,2.0831250000,2.1915000000,2.3973750000,0.5431875000,31.1441406250,6.3531250000,-0.4907031250,0.4929375000
2.4511911869,2.0831250000,2.1913125000,2.3975625000,0.5430000000,31.2097656250,6.3296875000,-0.4909375000,0.4936875000
2.5636603832,2.0829375000,2.1915000000,2.3973750000,0.5422500000,31.2015625000,6.3437500000,-0.4909375000,0.4901250000
2.6595137119,2.0831250000,2.1916875000,2.3973750000,0.5431875000,31.2015625000,6.3484375000,-0.4911718750,0.4912500000
2.7527306080,2.0833125000,2.1916875000,2.3973750000,0.5430000000,31.1933593750,6.3390625000,-0.4907031250,0.4951875000
2.8453145027,2.0831250000,2.1915000000,2.3971875000,0.5431875000,31.2097656250,6.3343750000,-0.4909375000,0.4891875000
2.9375913143,2.0833125000,2.1916875000,2.3973750000,0.5426250000,31.1687500000,6.3296875000,-0.4911718750,0.4942500000
3.0338754654,2.0833125000,2.1915000000,2.3977500000,0.5430000000,31.1359375000,6.3437500000,-0.4914062500,0.4925625000
3.1272609234,2.0833125000,2.1915000000,2.3975625000,0.5431875000,31.2015625000,6.3343750000,-0.4911718750,0.4895625000
3.2197995186,2.0833125000,2.1916875000,2.3975625000,0.5430000000,31.1769531250,6.3390625000,-0.4911718750,0.4946250000
3.3126823902,2.0835000000,2.1916875000,2.3975625000,0.5426250000,31.2015625000,6.3296875000,-0.4909375000,0.4884375000
3.4235017300,2.0835000000,2.1916875000,2.3973750000,0.5435625000,31.2097656250,6.4281250000,-0.4909375000,0.4897500000
3.5358536243,2.0835000000,2.1916875000,2.3975625000,0.5428125000,31.2097656250,6.4281250000,-0.4911718750,0.4929375000
3.6475472450,2.0836875000,2.1916875000,2.3977500000,0.5422500000,31.2015625000,6.4234375000,-0.4909375000,0.4912500000
3.7597849369,2.0835000000,2.1916875000,2.3975625000,0.5428125000,31.2179687500,6.4281250000,-0.4911718750,0.4882500000
3.8690559864,2.0836875000,2.1915000000,2.3977500000,0.5431875000,31.1769531250,6.4375000000,-0.4911718750,0.4920000000
3.9789814949,2.0838750000,2.1918750000,2.3977500000,0.5422500000,31.2097656250,6.3437500000,-0.4909375000,0.4891875000
4.0879750252,2.0836875000,2.1916875000,2.3975625000,0.5430000000,31.2179687500,6.3437500000,-0.4911718750,0.4927500000
4.1968996525,2.0835000000,2.1918750000,2.3979375000,0.5422500000,31.1851562500,6.3437500000,-0.4914062500,0.4895625000
4.3052289486,2.0838750000,2.1916875000,2.3977500000,0.5430000000,31.2015625000,6.3437500000,-0.4909375000,0.4914375000
4.4130103588,2.0838750000,2.1918750000,2.3979375000,0.5422500000,31.2015625000,6.3953125000,-0.4911718750,0.4886250000
4.5271413326,2.0836875000,2.1920625000,2.3979375000,0.5428125000,31.2097656250,6.3906250000,-0.4911718750,0.4884375000
4.6354489326,2.0840625000,2.1916875000,2.3979375000,0.5431875000,31.2671875000,6.4000000000,-0.4911718750,0.4929375000
4.7437598705,2.0838750000,2.1918750000,2.3977500000,0.5426250000,31.2507812500,6.3859375000,-0.4911718750,0.4891875000
4.8529136181,2.0838750000,2.1918750000,2.3979375000,0.5428125000,31.2425781250,6.3765625000,-0.4909375000,0.4921875000
4.9681000710,2.0840625000,2.1918750000,2.3977500000,0.5426250000,31.2343750000,6.4281250000,-0.4909375000,0.4923750000
5.0806620121,2.0840625000,2.1918750000,2.3977500000,0.5424375000,31.2179687500,6.4281250000,-0.4911718750,0.4936875000
5.2074894905,2.0840625000,2.1918750000,2.3975625000,0.5435625000,31.2015625000,6.4328125000,-0.4907031250,0.4903125000
