0.2247257233,2.1601875000,2.0415000000,1.8763125000,28.6996093750,18.6109375000
0.2951197624,2.1603750000,2.0415000000,1.8761250000,28.7160156250,18.6156250000
0.4040534496,2.1605625000,2.0415000000,1.8763125000,28.7324218750,18.6203125000
0.5055608749,2.1603750000,2.0416875000,1.8759375000,28.6996093750,18.6859375000
0.6183516979,2.1605625000,2.0415000000,1.8761250000,28.6914062500,18.6718750000
0.7152588367,2.1605625000,2.0415000000,1.8759375000,28.6914062500,18.6812500000
0.8209917545,2.1605625000,2.0415000000,1.8759375000,28.6996093750,18.6718750000
0.9244868755,2.1605625000,2.0418750000,1.8761250000,28.6996093750,18.6859375000
1.0241155624,2.1603750000,2.0418750000,1.8761250000,28.7078125000,18.7562500000
1.1246776581,2.1605625000,2.0418750000,1.8759375000,28.7160156250,18.7609375000
1.3437054157,2.1605625000,2.0418750000,1.8759375000,28.6996093750,18.7656250000
1.4314014912,2.1607500000,2.0416875000,1.8761250000,28.6996093750,18.7703125000
1.5244784355,2.1605625000,2.0418750000,1.8761250000,28.6832031250,18.8265625000
1.6246142387,2.1603750000,2.0420625000,1.8759375000,28.6750000000,18.8218750000
1.7241384983,2.1607500000,2.0420625000,1.8759375000,28.6667968750,18.8218750000
1.8247692585,2.1605625000,2.0420625000,1.8759375000,28.6750000000,18.8125000000
1.9242248535,2.1607500000,2.0420625000,1.8757500000,28.6832031250,18.8218750000
2.0248367786,2.1605625000,2.0420625000,1.8761250000,28.7160156250,18.8453125000
2.1245362759,2.1605625000,2.0420625000,1.8759375000,28.6914062500,18.8500000000
2.2841308117,2.1607500000,2.0422500000,1.8757500000,28.6996093750,18.8500000000
2.3354685307,2.1607500000,2.0420625000,1.8757500000,28.6996093750,18.8453125000
2.4240846634,2.1605625000,2.0420625000,1.8759375000,28.6914062500,18.8500000000
2.5244042873,2.1607500000,2.0420625000,1.8757500000,28.6914062500,18.8359375000
2.6248104572,2.1607500000,2.0424375000,1.8757500000,28.6750000000,18.8359375000
2.7244114876,2.1605625000,2.0424375000,1.8757500000,28.6996093750,18.8359375000
2.8246870041,2.1609375000,2.0422500000,1.8755625000,28.6996093750,18.8359375000
2.9242434502,2.1607500000,2.0424375000,1.8757500000,28.7078125000,18.8406250000
3.0245010853,2.1607500000,2.0424375000,1.8755625000,28.6750000000,18.8921875000
3.1240005493,2.1609375000,2.0424375000,1.8757500000,28.6750000000,18.8968750000
3.2248444557,2.1609375000,2.0428125000,1.8755625000,28.6667968750,18.9015625000
3.3631925583,2.1611250000,2.0426250000,1.8757500000,28.6503906250,18.8968750000
3.4248337746,2.1611250000,2.0426250000,1.8757500000,28.6832031250,18.8921875000
3.5242393017,2.1611250000,2.0428125000,1.8757500000,28.6914062500,18.9250000000
3.6247987747,2.1609375000,2.0426250000,1.8755625000,28.6914062500,18.9203125000
3.7242796421,2.1611250000,2.0428125000,1.8755625000,28.6914062500,18.9203125000
3.8245484829,2.1611250000,2.0426250000,1.8755625000,28.6914062500,18.9203125000
3.9248595238,2.1611250000,2.0428125000,1.8753750000,28.6914062500,18.9250000000
4.0241308212,2.1613125000,2.0428125000,1.8755625000,28.6667968750,19.0000000000
4.1242039204,2.1613125000,2.0428125000,1.8755625000,28.6585937500,19.0046875000
4.2242584229,2.1613125000,2.0430000000,1.8755625000,28.6585937500,19.0000000000
4.3860626221,2.1613125000,2.0430000000,1.8755625000,28.6750000000,19.0046875000
4.4613780975,2.1615000000,2.0430000000,1.8755625000,28.6421875000,19.0234375000
4.5246989727,2.1613125000,2.0430000000,1.8755625000,28.6667968750,19.0140625000
4.6242804527,2.1613125000,2.0431875000,1.8753750000,28.6750000000,19.0187500000
4.7247352600,2.1615000000,2.0431875000,1.8755625000,28.6667968750,19.0187500000
4.8246426582,2.1613125000,2.0430000000,1.8755625000,28.6667968750,19.0187500000
4.9239783287,2.1615000000,2.0431875000,1.8753750000,28.6585937500,19.0140625000
5.0246472359,2.1615000000,2.0430000000,1.8755625000,28.7160156250,19.1359375000
5.1241695881,2.1616875000,2.0431875000,1.8753750000,28.7242187500,19.1359375000
5.2246973515,2.1613125000,2.0431875000,1.8753750000,28.7160156250,19.1359375000
5.3240778446,2.1616875000,2.0431875000,1.8753750000,28.7160156250,19.1312500000
5.4584155083,2.1616875000,2.0433750000,1.8753750000,28.7078125000,19.1265625000
5.5242803097,2.1615000000,2.0431875000,1.8753750000,28.7078125000,19.1171875000
5.6247651577,2.1616875000,2.0435625000,1.8755625000,28.7078125000,19.1218750000
5.7245078087,2.1615000000,2.0433750000,1.8753750000,28.7078125000,19.1218750000
5.8240709305,2.1618750000,2.0435625000,1.8755625000,28.6914062500,19.1265625000
5.9245541096,2.1616875000,2.0437500000,1.8753750000,28.6996093750,19.1265625000
6.0242383480,2.1620625000,2.0433750000,1.8755625000,28.6914062500,19.1593750000
6.1246461868,2.1620625000,2.0435625000,1.8755625000,28.6914062500,19.1640625000
6.2241692543,2.1620625000,2.0435625000,1.8753750000,28.6996093750,19.1593750000
6.3247330189,2.1620625000,2.0435625000,1.8755625000,28.6996093750,19.1640625000
6.4607272148,2.1622500000,2.0437500000,1.8755625000,28.6914062500,19.1968750000
6.5246014595,2.1620625000,2.0437500000,1.8755625000,28.6996093750,19.1828125000
6.6240580082,2.1620625000,2.0435625000,1.8753750000,28.6750000000,19.1875000000
6.7243251801,2.1620625000,2.0437500000,1.8755625000,28.6996093750,19.1828125000
6.8247125149,2.1622500000,2.0437500000,1.8753750000,28.6914062500,19.1828125000
6.9241068363,2.1622500000,2.0437500000,1.8753750000,28.7078125000,19.1828125000
7.0245590210,2.1622500000,2.0437500000,1.8753750000,28.6832031250,19.2484375000
7.1247954369,2.1622500000,2.0441250000,1.8755625000,28.6832031250,19.2484375000
7.2248406410,2.1622500000,2.0441250000,1.8755625000,28.6585937500,19.2484375000
7.3240740299,2.1622500000,2.0439375000,1.8753750000,28.6503906250,19.2484375000
7.4625651836,2.1624375000,2.0439375000,1.8755625000,28.6996093750,19.3421875000
7.5242106915,2.1622500000,2.0439375000,1.8753750000,28.7078125000,19.3375000000
7.6247143745,2.1622500000,2.0439375000,1.8753750000,28.7078125000,19.3375000000
7.7241053581,2.1622500000,2.0441250000,1.8753750000,28.7078125000,19.3375000000
7.8246176243,2.1622500000,2.0441250000,1.8753750000,28.7160156250,19.3328125000
7.9241950512,2.1624375000,2.0441250000,1.8753750000,28.7160156250,19.3328125000
8.0248303413,2.1622500000,2.0439375000,1.8753750000,28.7160156250,19.3093750000
8.1243650913,2.1622500000,2.0443125000,1.8753750000,28.6914062500,19.3046875000
8.2249140739,2.1624375000,2.0441250000,1.8753750000,28.7078125000,19.3093750000
8.3245892525,2.1622500000,2.0443125000,1.8753750000,28.7242187500,19.3093750000
8.5053281784,2.1622500000,2.0443125000,1.8751875000,28.6996093750,19.3703125000
8.5553102493,2.1624375000,2.0443125000,1.8753750000,28.7078125000,19.3656250000
8.6245186329,2.1624375000,2.0443125000,1.8751875000,28.6832031250,19.3656250000
8.7246031761,2.1624375000,2.0443125000,1.8753750000,28.6996093750,19.3656250000
8.8239967823,2.1622500000,2.0443125000,1.8751875000,28.6832031250,19.3656250000
8.9241640568,2.1622500000,2.0441250000,1.8751875000,28.6996093750,19.3703125000
9.0247430801,2.1622500000,2.0443125000,1.8750000000,28.6667968750,19.4218750000
9.1241796017,2.1622500000,2.0445000000,1.8751875000,28.6503906250,19.4312500000
9.2239482403,2.1622500000,2.0443125000,1.8751875000,28.6750000000,19.4218750000
9.3244204521,2.1622500000,2.0443125000,1.8751875000,28.6750000000,19.4218750000
9.4657547474,2.1624375000,2.0445000000,1.8750000000,28.6667968750,19.4734375000
9.5243635178,2.1622500000,2.0443125000,1.8750000000,28.6667968750,19.4734375000
9.6247665882,2.1622500000,2.0445000000,1.8750000000,28.6667968750,19.4734375000
9.7242431641,2.1624375000,2.0445000000,1.8750000000,28.6585937500,19.4781250000
9.8246057034,2.1622500000,2.0445000000,1.8750000000,28.6750000000,19.4687500000
9.9248549938,2.1622500000,2.0445000000,1.8750000000,28.6832031250,19.4687500000
10.0241687298,2.1622500000,2.0446875000,1.8750000000,28.6667968750,19.5437500000
10.1245346069,2.1622500000,2.0446875000,1.8750000000,28.6750000000,19.5437500000
10.2242302895,2.1622500000,2.0446875000,1.8750000000,28.6585937500,19.5484375000
10.3269345760,2.1622500000,2.0446875000,1.8750000000,28.6750000000,19.5437500000
10.4624874592,2.1624375000,2.0445000000,1.8750000000,28.6667968750,19.5718750000
10.5244169235,2.1622500000,2.0448750000,1.8750000000,28.6667968750,19.5765625000
10.6248879433,2.1624375000,2.0448750000,1.8750000000,28.6585937500,19.5765625000
10.7240636349,2.1622500000,2.0448750000,1.8750000000,28.6750000000,19.5765625000
10.8250453472,2.1624375000,2.0448750000,1.8748125000,28.6667968750,19.5765625000
10.9248864651,2.1622500000,2.0450625000,1.8748125000,28.6750000000,19.5718750000
11.0244691372,2.1624375000,2.0450625000,1.8748125000,28.6667968750,19.6140625000
11.1266911030,2.1624375000,2.0448750000,1.8748125000,28.6585937500,19.6140625000
11.2247772217,2.1624375000,2.0448750000,1.8748125000,28.6421875000,19.6093750000
11.3245830536,2.1624375000,2.0446875000,1.8748125000,28.6585937500,19.6093750000
11.5455901623,2.1622500000,2.0446875000,1.8748125000,28.6667968750,19.7359375000
11.6408200264,2.1620625000,2.0446875000,1.8746250000,28.6585937500,19.7312500000
11.7353243828,2.1618750000,2.0445000000,1.8744375000,28.6667968750,19.7406250000
11.8301947117,2.1616875000,2.0441250000,1.8744375000,28.6585937500,19.7406250000
11.9252216816,2.1615000000,2.0441250000,1.8742500000,28.6585937500,19.7312500000
12.0242319107,2.1613125000,2.0441250000,1.8742500000,28.7078125000,19.7078125000
12.1241347790,2.1615000000,2.0441250000,1.8742500000,28.7078125000,19.7078125000
12.2242057323,2.1616875000,2.0443125000,1.8742500000,28.6996093750,19.7125000000
12.3242280483,2.1618750000,2.0445000000,1.8742500000,28.7160156250,19.7171875000
12.4806475639,2.1622500000,2.0448750000,1.8742500000,28.6503906250,19.7640625000
12.5317528248,2.1624375000,2.0450625000,1.8744375000,28.6503906250,19.7640625000
12.6247761250,2.1626250000,2.0456250000,1.8744375000,28.6421875000,19.7640625000
12.7244269848,2.1633750000,2.0461875000,1.8744375000,28.6503906250,19.7687500000
12.8241393566,2.1637500000,2.0467500000,1.8744375000,28.6585937500,19.7687500000
12.9245593548,2.1648750000,2.0476875000,1.8744375000,28.6667968750,19.7687500000
13.0243716240,2.1656250000,2.0486250000,1.8744375000,28.6832031250,19.8859375000
13.1240198612,2.1667500000,2.0495625000,1.8746250000,28.6667968750,19.8906250000
13.2244925499,2.1678750000,2.0508750000,1.8748125000,28.6585937500,19.8859375000
13.3241772652,2.1691875000,2.0521875000,1.8750000000,28.6750000000,19.8953125000
13.4670705795,2.1716250000,2.0546250000,1.8750000000,28.6503906250,19.9375000000
13.5247414112,2.1723750000,2.0553750000,1.8750000000,28.6421875000,19.9328125000
13.6239485741,2.1742500000,2.0574375000,1.8753750000,28.6585937500,19.9328125000
13.7243838310,2.1763125000,2.0593125000,1.8753750000,28.6421875000,19.9281250000
13.8248014450,2.1787500000,2.0615625000,1.8755625000,28.6585937500,19.9375000000
13.9244241714,2.1810000000,2.0638125000,1.8759375000,28.6339843750,19.9328125000
14.0247564316,2.1836250000,2.0660625000,1.8759375000,28.6832031250,19.9796875000
14.1240284443,2.1862500000,2.0686875000,1.8763125000,28.6996093750,19.9796875000
14.2239918709,2.1892500000,2.0713125000,1.8765000000,28.6832031250,19.9750000000
14.3239922523,2.1922500000,2.0739375000,1.8768750000,28.6996093750,19.9703125000
14.4629206657,2.1969375000,2.0782500000,1.8772500000,28.6832031250,19.9890625000
14.5247621536,2.1990000000,2.0797500000,1.8774375000,28.6585937500,19.9937500000
14.6242265701,2.2025625000,2.0829375000,1.8778125000,28.6421875000,19.9890625000
14.7246224880,2.2061250000,2.0859375000,1.8781875000,28.6339843750,19.9890625000
14.8240704536,2.2100625000,2.0893125000,1.8787500000,28.6421875000,19.9890625000
14.9242899418,2.2141875000,2.0926875000,1.8793125000,28.6503906250,19.9984375000
15.0245275497,2.2181250000,2.0962500000,1.8798750000,28.6667968750,20.0921875000
15.1240088940,2.2220625000,2.0996250000,1.8800625000,28.6421875000,20.0921875000
15.2239594460,2.2267500000,2.1031875000,1.8806250000,28.6667968750,20.0828125000
15.3246188164,2.2312500000,2.1065625000,1.8811875000,28.6667968750,20.0921875000
