0.2020673752,2.0268750000,2.1358125000,2.3251875000,0.5514375000,28.8964843750,9.7375000000,-0.4909375000,0.4983750000
0.3579053879,2.0268750000,2.1358125000,2.3253750000,0.5506875000,28.8964843750,9.7375000000,-0.4907031250,0.4998750000
0.4893271923,2.0270625000,2.1360000000,2.3253750000,0.5506875000,28.9292968750,9.7375000000,-0.4907031250,0.4983750000
0.5798633099,2.0270625000,2.1360000000,2.3253750000,0.5508750000,28.9375000000,9.7468750000,-0.4911718750,0.5021250000
0.6687943935,2.0268750000,2.1360000000,2.3253750000,0.5514375000,28.9457031250,9.6390625000,-0.4909375000,0.5006250000
0.7584712505,2.0268750000,2.1358125000,2.3251875000,0.5514375000,28.9128906250,9.6390625000,-0.4904687500,0.5000625000
0.8624615669,2.0268750000,2.1360000000,2.3251875000,0.5510625000,28.8882812500,9.6437500000,-0.4911718750,0.5025000000
0.9670178890,2.0268750000,2.1358125000,2.3253750000,0.5512500000,28.9292968750,9.6531250000,-0.4909375000,0.4985625000
1.0751016140,2.0268750000,2.1356250000,2.3255625000,0.5505000000,28.8800781250,9.6296875000,-0.4909375000,0.5002500000
1.1807050705,2.0270625000,2.1358125000,2.3253750000,0.5514375000,28.9046875000,9.7468750000,-0.4907031250,0.5019375000
1.2829232216,2.0268750000,2.1360000000,2.3251875000,0.5516250000,28.8718750000,9.7421875000,-0.4909375000,0.5025000000
1.3722686768,2.0270625000,2.1360000000,2.3251875000,0.5510625000,28.8882812500,9.7562500000,-0.4907031250,0.4980000000
1.4614007473,2.0268750000,2.1360000000,2.3255625000,0.5512500000,28.8636718750,9.7515625000,-0.4909375000,0.5004375000
1.5491576195,2.0270625000,2.1358125000,2.3253750000,0.5510625000,28.9046875000,9.7656250000,-0.4911718750,0.5017500000
1.6376342773,2.0272500000,2.1360000000,2.3253750000,0.5510625000,28.8636718750,9.7140625000,-0.4907031250,0.4996875000
1.7251038551,2.0272500000,2.1360000000,2.3255625000,0.5503125000,28.8144531250,9.7046875000,-0.4909375000,0.4993125000
1.8137497902,2.0272500000,2.1360000000,2.3250000000,0.5506875000,28.8472656250,9.7140625000,-0.4909375000,0.5013750000
1.9019887447,2.0270625000,2.1360000000,2.3253750000,0.5512500000,28.8308593750,9.7140625000,-0.4909375000,0.5015625000
1.9897880554,2.0274375000,2.1361875000,2.3253750000,0.5508750000,28.8800781250,9.7093750000,-0.4909375000,0.4989375000
2.0900731087,2.0268750000,2.1363750000,2.3251875000,0.5508750000,28.8308593750,9.6859375000,-0.4911718750,0.4991250000
2.1905002594,2.0272500000,2.1360000000,2.3253750000,0.5506875000,28.8800781250,9.6953125000,-0.4909375000,0.4993125000
2.2905895710,2.0270625000,2.1361875000,2.3253750000,0.5512500000,28.9210937500,9.6812500000,-0.4911718750,0.4996875000
2.3906774521,2.0272500000,2.1360000000,2.3250000000,0.5506875000,28.9292968750,9.6859375000,-0.4907031250,0.4987500000
2.4909260273,2.0274375000,2.1360000000,2.3251875000,0.5508750000,28.8554687500,9.6812500000,-0.4914062500,0.4985625000
2.5913908482,2.0270625000,2.1360000000,2.3255625000,0.5512500000,28.9128906250,9.7234375000,-0.4909375000,0.4987500000
2.6916170120,2.0270625000,2.1361875000,2.3253750000,0.5512500000,28.8718750000,9.7234375000,-0.4909375000,0.4989375000
2.7924921513,2.0270625000,2.1361875000,2.3253750000,0.5506875000,28.8554687500,9.7093750000,-0.4909375000,0.4995000000
2.8930275440,2.0270625000,2.1361875000,2.3253750000,0.5510625000,28.8472656250,9.7187500000,-0.4909375000,0.5000625000
2.9931838512,2.0268750000,2.1361875000,2.3255625000,0.5506875000,28.8718750000,9.7187500000,-0.4907031250,0.4998750000
3.0937185287,2.0272500000,2.1360000000,2.3253750000,0.5506875000,28.8308593750,9.7421875000,-0.4909375000,0.5004375000
3.1942722797,2.0272500000,2.1361875000,2.3253750000,0.5505000000,28.8800781250,9.7421875000,-0.4911718750,0.5002500000
3.2943699360,2.0270625000,2.1360000000,2.3253750000,0.5503125000,28.8882812500,9.7515625000,-0.4907031250,0.5010000000
3.3945579529,2.0270625000,2.1360000000,2.3253750000,0.5510625000,28.8882812500,9.7234375000,-0.4911718750,0.5010000000
3.4957671165,2.0272500000,2.1361875000,2.3253750000,0.5510625000,28.8882812500,9.7281250000,-0.4911718750,0.5015625000
3.5970103741,2.0274375000,2.1361875000,2.3253750000,0.5510625000,28.9375000000,9.7187500000,-0.4911718750,0.5023125000
3.7001304626,2.0272500000,2.1360000000,2.3253750000,0.5508750000,28.8800781250,9.7140625000,-0.4909375000,0.5017500000
3.8014504910,2.0270625000,2.1361875000,2.3251875000,0.5506875000,28.8964843750,9.7140625000,-0.4911718750,0.5013750000
3.9022932053,2.0272500000,2.1361875000,2.3250000000,0.5506875000,28.8636718750,9.7328125000,-0.4909375000,0.5010000000
4.0030777454,2.0270625000,2.1363750000,2.3251875000,0.5508750000,28.8554687500,9.7328125000,-0.4911718750,0.4998750000
4.1042335033,2.0272500000,2.1361875000,2.3251875000,0.5512500000,28.8718750000,9.7468750000,-0.4911718750,0.4993125000
4.2052793503,2.0274375000,2.1360000000,2.3253750000,0.5508750000,28.8554687500,9.7562500000,-0.4907031250,0.4981875000
4.3078145981,2.0270625000,2.1360000000,2.3251875000,0.5505000000,28.8964843750,9.7468750000,-0.4907031250,0.4989375000
4.4095244408,2.0270625000,2.1360000000,2.3251875000,0.5508750000,28.8718750000,9.7562500000,-0.4909375000,0.4998750000
4.5112807751,2.0270625000,2.1358125000,2.3251875000,0.5503125000,28.8964843750,9.7656250000,-0.4907031250,0.4998750000
4.6124148369,2.0270625000,2.1360000000,2.3251875000,0.5505000000,28.8882812500,9.7375000000,-0.4902343750,0.5011875000
4.7135055065,2.0270625000,2.1360000000,2.3251875000,0.5506875000,28.8554687500,9.7140625000,-0.4911718750,0.5013750000
4.8153715134,2.0272500000,2.1360000000,2.3251875000,0.5510625000,28.8800781250,9.7234375000,-0.4907031250,0.5019375000
